row_id,chunk_id,title,domain,section,reasoning_type,final_reasoning_bucket,quality_band,difficulty_band,inferential_validity_band,q_length,a_length,ctx_length,ctx_sentence_count,answer_position_ratio,lexical_overlap_ratio,ttr_question,question_type,answer_type,popularity_source,knowledge_difficulty,page_views_rank,wiki_count_rank,statements_rank
44,197041540003,Thư pháp Việt Nam,culture,Thư pháp chữ Hán Nôm,multi-sentence,bridge,usable,easy,weak,20,6,275,11,0.8424045491470349,0.95,1.0,other,Common Noun Phrase,question_entity,0.5888022443614247,0.5296950240770465,0.009316770186335404,0.5008517887563884
45,197041540009,Thư pháp Việt Nam,culture,Thư pháp chữ Quốc ngữ,multi-sentence,bridge,usable,easy,weak,22,4,258,8,0.31841652323580033,1.0,0.9090909090909091,other,Common Noun Phrase,answer_entity,0.37705359277572936,0.9081059390048154,0.5004436557231589,0.5008517887563884
46,197467100002,The Satanic Verses,culture,Cốt truyện,multi-sentence,bridge,usable,easy,weak,11,1,212,10,0.5496957403651116,0.7,0.9090909090909091,other,Proper Noun - Organization,wiki_title,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
47,197854850002,Lễ hội Ná Nhèm,culture,Nghi thức,multi-sentence,bridge,usable,easy,weak,19,9,235,9,0.5104166666666666,0.8421052631578947,1.0,other,Proper Noun - Location,question_entity,0.4840307021343726,0.7544141252006421,0.1960958296362023,0.5008517887563884
48,197876020001,Chủ nghĩa phi lý,culture,Giới thiệu,multi-sentence,bridge,usable,easy,weak,22,17,250,9,0.5030674846625767,0.7619047619047619,0.9545454545454546,other,Proper Noun - Location,question_entity,0.3611627420534179,0.9610754414125201,0.5004436557231589,0.5008517887563884
49,197938650002,Album1,culture,Thông tin cụ thể,multi-sentence,bridge,usable,medium,weak,14,2,210,7,0.5099800399201597,0.7857142857142857,1.0,other,Common Noun Phrase,question_entity,0.6155402677587081,0.01725521669341894,0.9125998225377108,0.46252129471890974
50,197965820001,Lê Hồng Chương,culture,Cuộc đời,multi-sentence,bridge,usable,easy,weak,24,10,222,8,0.8444227005870841,0.8333333333333334,1.0,other,Proper Noun - Location,answer_entity,0.3629685205445897,0.9550561797752809,0.5004436557231589,0.5008517887563884
51,198117830000,Phép đặt tay,culture,Giới thiệu,multi-sentence,bridge,usable,easy,weak,16,1,213,6,0.9513184584178499,0.875,1.0,who,Proper Noun - Person,question_entity,0.39270367303255116,0.8559390048154093,0.5004436557231589,0.5008517887563884
52,198117830001,Phép đặt tay,culture,Giới thiệu,multi-sentence,bridge,usable,easy,weak,18,3,229,12,0.6356011183597391,0.8823529411764706,0.9444444444444444,when,Common Noun Phrase,question_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
53,198118800001,War Pigs,culture,Tổng quan,multi-sentence,bridge,usable,easy,weak,13,3,212,11,0.5790513833992095,0.6923076923076923,1.0,why,Common Noun Phrase,question_entity,0.6229404306569493,0.08848314606741572,0.5004436557231589,0.5008517887563884
54,198266560001,Long văn tiên ảnh,culture,Lược sử,multi-sentence,bridge,usable,easy,weak,18,3,245,9,0.5834084761045988,0.9444444444444444,1.0,who,Proper Noun - Person,question_entity,0.6391322444611226,0.03451043338683788,0.5004436557231589,0.5008517887563884
55,198280210000,Điện ảnh âm thanh,culture,Giới thiệu,multi-sentence,bridge,usable,easy,weak,32,1,210,6,0.8062176165803109,0.9230769230769231,0.8125,when,Common Noun Phrase,question_entity,0.36814508555261527,0.937800963081862,0.5004436557231589,0.5008517887563884
56,1983140000,Heal the World,culture,Giới thiệu,multi-sentence,bridge,usable,easy,weak,19,4,202,7,0.7,0.8421052631578947,1.0,other,Common Noun Phrase,answer_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
57,198374370001,Nhà trại,culture,Giới thiệu,multi-sentence,bridge,usable,easy,weak,21,1,235,7,0.3267233238904627,0.9523809523809523,1.0,other,Proper Noun - Person,question_entity,0.44880319149162007,0.6689406099518459,0.5004436557231589,0.5008517887563884
58,198449170002,Chân dung tự họa,culture,Thể loại,multi-sentence,bridge,usable,easy,weak,24,13,205,8,0.534102833158447,0.8695652173913043,0.9583333333333334,other,Proper Noun - Organization,question_entity,0.5888022443614247,0.5296950240770465,0.009316770186335404,0.5008517887563884
59,198462930001,Thể thao thanh niên,culture,Đại cương,multi-sentence,bridge,usable,easy,weak,18,7,228,6,0.5491559086395233,0.75,0.8888888888888888,other,Proper Noun - Organization,question_entity,0.6745307370286431,0.04695024077046549,0.30479148181011534,0.5008517887563884
60,198609790003,Liên hoan phim quốc tế Thành phố Hồ Chí Minh,culture,Lần thứ 1,multi-sentence,bridge,usable,easy,weak,15,11,215,8,0.27783452502553624,0.6923076923076923,0.8666666666666667,other,Proper Noun - Location,answer_entity,0.34948537447717387,1.0,0.5004436557231589,0.5008517887563884
61,198612650002,Giải đấu,culture,Tổng quan,multi-sentence,bridge,usable,easy,weak,17,6,229,6,0.41957364341085274,0.9411764705882353,1.0,how,Proper Noun - Location,answer_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
62,198746850001,Bài thuyết giáo,culture,Giới thiệu,multi-sentence,bridge,usable,easy,weak,26,3,230,4,0.40646425073457393,0.75,0.9230769230769231,where,Proper Noun - Location,wiki_title,0.4826257589418881,0.2592295345104334,0.10603371783496007,0.8671209540034072
63,1987920009,Thi nhân Việt Nam,culture,Hoài Chân,multi-sentence,bridge,usable,easy,weak,17,2,215,11,0.33633633633633636,0.8823529411764706,1.0,when,Date / Time,wiki_title,0.4072702861946699,0.8073836276083467,0.5004436557231589,0.5008517887563884
64,199230220002,Sưu tầm phim ảnh,culture,Tổng quan,multi-sentence,bridge,usable,easy,weak,13,2,231,8,0.2832579185520362,0.9230769230769231,1.0,who,Proper Noun - Person,wiki_title,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
65,199230220003,Sưu tầm phim ảnh,culture,Tổng quan,multi-sentence,bridge,usable,easy,weak,21,4,240,9,0.5456171735241503,0.75,0.9523809523809523,other,Common Noun Phrase,answer_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
66,199276380003,Người trở về,culture,Sản xuất,multi-sentence,bridge,usable,easy,weak,18,2,230,8,0.9779058597502401,0.8888888888888888,1.0,how_many,Common Noun Phrase,question_entity,0.657024106225598,0.6316211878009631,0.10603371783496007,0.5323679727427598
67,199285680003,Lễ hội tôn giáo,culture,Các tôn giáo,multi-sentence,bridge,usable,easy,weak,13,1,233,7,0.8105263157894737,0.9230769230769231,1.0,when,Common Noun Phrase,wiki_title,0.8162449929609366,0.1270064205457464,0.10603371783496007,0.3262350936967632
68,199474700001,Điện ảnh cách mạng Việt Nam,culture,Giai đoạn hình thành (1945–1953),multi-sentence,bridge,usable,easy,weak,29,2,244,7,0.9554764024933214,0.9130434782608695,0.7931034482758621,other,Proper Noun - Person,wiki_title,0.5372863375590359,0.3739967897271268,0.5004436557231589,0.5008517887563884
69,199519490002,A Páo,culture,Sự nghiệp,multi-sentence,bridge,usable,easy,weak,14,9,241,7,0.2719703977798335,0.6428571428571429,1.0,other,Proper Noun - Location,question_entity,0.453232645246742,0.48174157303370785,0.7590949423247559,0.5008517887563884
70,199634060007,Du lịch thể thao,culture,Tham dự sự kiện,multi-sentence,bridge,usable,easy,weak,25,3,221,7,0.23733862959285004,0.96,1.0,other,Common Noun Phrase,question_entity,0.376692437077495,0.9093097913322632,0.5004436557231589,0.5008517887563884
71,199786670002,Bánh chưng đen,culture,Nguyên liệu,multi-sentence,bridge,usable,easy,weak,15,7,225,13,0.3886162904808636,0.9285714285714286,0.9333333333333333,other,Clause / Verb Phrase,answer_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
72,199824940005,Mũ hổ đầu,culture,"Tư liệu, hiện vật và phục dựng",multi-sentence,bridge,usable,medium,weak,20,3,235,8,0.863932898415657,0.8421052631578947,0.95,other,Common Noun Phrase,wiki_title,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
73,199857710003,Thoát khỏi tận thế,culture,Nội dung,multi-sentence,bridge,usable,easy,weak,32,13,216,8,0.755,0.875,1.0,why,Proper Noun - Location,wiki_title,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
74,199901460003,Văn hóa truyền thông,culture,Đại cương,multi-sentence,bridge,usable,easy,weak,25,11,221,6,0.7931034482758621,0.9130434782608695,0.92,other,Proper Noun - Location,question_entity,0.44880319149162007,0.6689406099518459,0.5004436557231589,0.5008517887563884
75,199902280002,Bá quyền văn hóa,culture,Đại cương,multi-sentence,bridge,usable,easy,weak,32,17,230,6,0.7812798471824259,0.9259259259259259,0.84375,when,Proper Noun - Location,answer_entity,0.4970776698222782,0.5080256821829856,0.5004436557231589,0.5008517887563884
76,199905160002,Đa dạng văn hóa,culture,Đại cương,multi-sentence,bridge,usable,easy,weak,17,3,261,11,0.5910290237467019,0.9411764705882353,1.0,other,Common Noun Phrase,question_entity,0.5911731854100474,0.5002006420545746,0.0417036379769299,0.5008517887563884
77,199905250002,Quan hệ văn hóa,culture,Đại cương,multi-sentence,bridge,usable,easy,weak,16,24,225,4,0.903,0.8125,1.0,other,Proper Noun - Location,answer_entity,0.36381121717380316,0.952247191011236,0.5004436557231589,0.5008517887563884
78,199920850003,Chuyển hóa văn hóa,culture,Đại cương,multi-sentence,bridge,usable,easy,weak,17,17,204,7,0.9015594541910331,0.8,0.8823529411764706,other,Proper Noun - Location,answer_entity,0.36381121717380316,0.952247191011236,0.5004436557231589,0.5008517887563884
79,21250078,Tết Nguyên Đán,culture,Kiêng kỵ,multi-sentence,bridge,usable,easy,weak,26,3,243,8,0.9714811407543699,0.7692307692307693,1.0,other,Common Noun Phrase,question_entity,0.3126617002102029,0.9257624398073836,0.7959183673469388,0.5008517887563884
80,220450002,Đường luật,culture,Nhật Bản,multi-sentence,bridge,usable,easy,weak,20,12,208,8,0.8179012345679012,0.8947368421052632,0.95,other,Proper Noun - Organization,answer_entity,0.35706964414009523,0.9747191011235955,0.5004436557231589,0.5008517887563884
81,2276860002,Cái mặt không chơi được,culture,Tóm tắt tác phẩm,multi-sentence,bridge,usable,easy,weak,18,1,259,17,0.40335392762577227,0.8125,0.8888888888888888,who,Proper Noun - Person,question_entity,0.5228401096296619,0.42215088282504015,0.5004436557231589,0.5008517887563884
82,2301650002,Đầu hồ,culture,Dụng cụ chơi Đầu hồ,multi-sentence,bridge,usable,easy,weak,17,2,253,10,0.6646017699115044,0.9411764705882353,1.0,other,Common Noun Phrase,question_entity,0.5246458881208337,0.41613162118780095,0.5004436557231589,0.5008517887563884
83,236990001,Văn học Việt Nam,culture,Lịch sử,multi-sentence,bridge,usable,easy,weak,21,3,200,7,0.19747416762342135,0.8888888888888888,0.8571428571428571,other,Common Noun Phrase,question_entity,0.3809059202235624,0.8952648475120385,0.5004436557231589,0.5008517887563884
84,2381490001,Ngày Quốc tế Lao động,culture,Lịch sử,multi-sentence,bridge,usable,easy,weak,15,6,241,10,0.5102230483271375,1.0,0.9333333333333333,other,Date / Time,question_entity,0.7118745851687784,0.054975922953451044,0.10603371783496007,0.5008517887563884
85,24118630001,Bánh đập,culture,Nguyên liệu và chế biến,multi-sentence,bridge,usable,easy,weak,16,8,229,13,0.2874762808349146,0.75,1.0,other,Other,answer_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
86,24119100002,Tượng khóc,culture,Hoài nghi và lừa đảo,multi-sentence,bridge,usable,easy,weak,17,9,213,8,0.5673175745118191,0.8235294117647058,1.0,other,Proper Noun - Organization,question_entity,0.4970776698222782,0.5080256821829856,0.5004436557231589,0.5008517887563884
87,258030018,Gốm Bát Tràng,culture,"Xử lý, pha chế đất",multi-sentence,bridge,usable,easy,weak,16,2,252,9,0.8781818181818182,0.8125,1.0,other,Common Noun Phrase,question_entity,0.39270367303255116,0.8559390048154093,0.5004436557231589,0.5008517887563884
88,265450001,Tết Nguyên tiêu,culture,Tại Việt Nam,multi-sentence,bridge,usable,easy,weak,19,3,198,6,0.28680479825517996,0.9473684210526315,1.0,other,Other,question_entity,0.5404697486802381,0.1968298555377207,0.30479148181011534,0.696763202725724
89,2816610001,Vương cung thánh đường Phú Nhai,culture,Lịch sử,multi-sentence,bridge,usable,easy,weak,21,7,239,8,0.9731977818853974,0.6190476190476191,1.0,other,Common Noun Phrase,answer_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
90,31158660001,Lịch sử văn học,culture,Sự ra đời của chữ viết,multi-sentence,bridge,usable,easy,weak,19,28,235,10,0.7117537313432836,0.9473684210526315,1.0,why,Proper Noun - Location,answer_entity,0.4194964907947317,0.5252808988764045,0.8624667258207631,0.5008517887563884
91,31158660003,Lịch sử văn học,culture,Sự ra đời của chữ viết,multi-sentence,bridge,usable,medium,weak,15,3,234,7,0.5375832540437678,0.8,1.0,how_many,Common Noun Phrase,question_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
92,31288160002,Âm bản (album),culture,Bối cảnh sản xuất,multi-sentence,bridge,usable,easy,weak,17,1,214,6,0.8211788211788211,0.7333333333333333,0.8823529411764706,other,Proper Noun - Person,wiki_title,0.5167277550639959,0.5002006420545746,0.4139307897071872,0.5008517887563884
93,31715960003,Giao lĩnh,culture,Lịch sử,multi-sentence,bridge,usable,easy,weak,20,7,235,7,0.5742935278030994,0.7894736842105263,0.95,when,Clause / Verb Phrase,question_entity,0.4785435781201358,0.7002407704654896,0.30479148181011534,0.5008517887563884
94,31990940001,Lễ hội chém lợn,culture,Lịch sử,multi-sentence,bridge,usable,easy,weak,27,16,214,9,0.4896694214876033,0.88,0.9259259259259259,other,Proper Noun - Location,answer_entity,0.36609853659595404,0.9446227929373997,0.5004436557231589,0.5008517887563884
95,3216330026,Điêu khắc,culture,Khắc gỗ,multi-sentence,bridge,usable,easy,weak,24,8,242,9,0.7926484448633365,0.8333333333333334,1.0,other,Proper Noun - Location,question_entity,0.36035543818414173,0.7913322632423756,0.7590949423247559,0.5008517887563884
96,32291430001,Giấc mơ có thật,culture,Bối cảnh sáng tác và sản xuất album,multi-sentence,bridge,usable,easy,weak,16,4,210,12,0.8552223371251293,0.8125,1.0,other,Common Noun Phrase,question_entity,0.5888022443614247,0.5296950240770465,0.009316770186335404,0.5008517887563884
97,3233130000,Giải Oscar cho phim ngắn người đóng xuất sắc nhất,culture,Giới thiệu,multi-sentence,bridge,usable,medium,weak,20,3,199,8,0.5699797160243407,0.5555555555555556,0.9,when,Common Noun Phrase,question_entity,0.5888022443614247,0.5296950240770465,0.009316770186335404,0.5008517887563884
98,32427160002,American Idiot (bài hát),culture,Hoàn cảnh ra đời,multi-sentence,bridge,usable,easy,weak,19,7,231,6,0.2658349328214971,0.8421052631578947,1.0,why,Proper Noun - Location,question_entity,0.4994251818608014,0.5002006420545746,0.5004436557231589,0.5008517887563884
99,3282060002,Ăn trầu,culture,Hậu quả sức khỏe,multi-sentence,bridge,usable,easy,weak,17,3,197,9,0.3747276688453159,0.9411764705882353,1.0,how_many,Common Noun Phrase,question_entity,0.3995656312990038,0.8330658105939005,0.5004436557231589,0.5008517887563884
100,32855350003,Giọt máu chung tình,culture,Nội dung,multi-sentence,bridge,usable,easy,weak,10,10,233,10,0.2369439071566731,0.8,1.0,why,Clause / Verb Phrase,answer_entity,0.4003481353118449,0.8304574638844302,0.5004436557231589,0.5008517887563884
